,0,1,2,3
1716,028996.jpg,2,left,0.873012245
1717,036862.jpg,6,right-front,0.99998796
1718,024060.jpg,4,left-rear,0.943426728
1719,025718.jpg,4,left-rear,0.969319165
1720,024151.jpg,6,right-front,0.418174207
1721,028433.jpg,0,front,0.617561221
1722,013359.jpg,1,rear,0.958726227
1723,023771.jpg,2,left,0.645818412
1724,004258.jpg,5,right,0.372100055
1725,020727.jpg,1,rear,0.991690636
1726,029644.jpg,1,rear,0.999446929
1727,004331.jpg,0,front,0.985302925
1728,031327.jpg,3,left-front,0.312649697
1729,014735.jpg,1,rear,0.997305512
1730,006031.jpg,6,right-front,0.998722494
1731,011103.jpg,1,rear,0.997500002
1732,030171.jpg,4,left-rear,0.937151611
1733,022360.jpg,1,rear,0.976281285
1734,018785.jpg,6,right-front,0.837370932
1735,030294.jpg,4,left-rear,0.889403343
1736,025953.jpg,1,rear,0.994949102
1737,017205.jpg,3,left-front,0.687613964
1738,005458.jpg,3,left-front,0.998544931
1739,022726.jpg,4,left-rear,0.99893266
1740,008964.jpg,1,rear,0.994187474
1741,009733.jpg,1,rear,0.999443591
1742,010417.jpg,3,left-front,0.695350289
1743,033651.jpg,0,front,0.999192178
1744,002814.jpg,3,left-front,0.979137778
1745,009184.jpg,4,left-rear,0.989938974
1746,017997.jpg,6,right-front,0.724460006
1747,021288.jpg,5,right,0.797703922
1748,027612.jpg,0,front,0.714867473
1749,003358.jpg,0,front,0.999123394
1750,014842.jpg,4,left-rear,0.536848605
1751,002958.jpg,3,left-front,0.983786285
1752,000454.jpg,5,right,0.834874094
1753,033548.jpg,6,right-front,0.375276566
1754,031480.jpg,0,front,0.959701061
1755,028726.jpg,0,front,0.786925018
1756,001036.jpg,1,rear,0.999039054
1757,012422.jpg,0,front,0.999699354
1758,005418.jpg,0,front,0.979118884
1759,023089.jpg,6,right-front,0.999815643
1760,000130.jpg,3,left-front,0.999932647
1761,023659.jpg,4,left-rear,0.813497245
1762,013428.jpg,4,left-rear,0.822903395
1763,034255.jpg,1,rear,0.997448623
1764,018403.jpg,2,left,0.996349812
1765,015507.jpg,6,right-front,0.999776185
1766,022681.jpg,1,rear,0.999216557
1767,033531.jpg,3,left-front,0.815061271
1768,032623.jpg,0,front,0.691041112
1769,028277.jpg,6,right-front,0.864148021
1770,007357.jpg,4,left-rear,0.990580261
1771,027057.jpg,1,rear,0.998432338
1772,009475.jpg,0,front,0.989676297
1773,014048.jpg,1,rear,0.700665414
1774,001606.jpg,4,left-rear,0.948019564
1775,025410.jpg,1,rear,0.989251792
1776,007122.jpg,4,left-rear,0.999815404
1777,036289.jpg,0,front,0.990510523
1778,009961.jpg,3,left-front,0.986937761
1779,014053.jpg,2,left,0.96931982
1780,004905.jpg,3,left-front,0.999530315
1781,011823.jpg,5,right,0.804581285
1782,013790.jpg,4,left-rear,0.998202801
1783,034156.jpg,2,left,0.983607471
1784,032752.jpg,5,right,0.930476546
1785,000519.jpg,1,rear,0.996675134
1786,018696.jpg,6,right-front,0.961710811
1787,017843.jpg,6,right-front,0.995389223
1788,006054.jpg,2,left,0.999752223
1789,024944.jpg,4,left-rear,0.999502182
1790,034723.jpg,4,left-rear,0.490490049
1791,035539.jpg,1,rear,0.791783988
1792,014104.jpg,3,left-front,0.999826849
1793,034173.jpg,4,left-rear,0.821403027
1794,026000.jpg,5,right,0.643358231
1795,000514.jpg,4,left-rear,0.508763671
1796,010513.jpg,1,rear,0.996955633
1797,013701.jpg,3,left-front,0.904161632
1798,004433.jpg,1,rear,0.620911479
1799,033038.jpg,3,left-front,0.999671102
1800,001441.jpg,3,left-front,0.999803603
1801,025160.jpg,3,left-front,0.987509727
1802,015630.jpg,1,rear,0.99992919
1803,019356.jpg,4,left-rear,0.999729455
1804,001677.jpg,0,front,0.987050295
1805,022840.jpg,6,right-front,0.993765831
1806,032314.jpg,6,right-front,0.997726262
1807,024333.jpg,5,right,0.997142375
1808,004612.jpg,3,left-front,0.917315185
1809,005587.jpg,4,left-rear,0.998954177
1810,034427.jpg,0,front,0.932860792
1811,002429.jpg,4,left-rear,0.915653348
1812,025601.jpg,1,rear,0.994055986
1813,021377.jpg,1,rear,0.998667955
1814,018920.jpg,0,front,0.918115795
1815,014587.jpg,6,right-front,0.870743155
1816,027519.jpg,3,left-front,0.900967658
1817,017858.jpg,0,front,0.984085202
1818,019537.jpg,7,right-rear,0.799507737
1819,033961.jpg,4,left-rear,0.997460485
1820,009973.jpg,1,rear,0.997065127
1821,001096.jpg,0,front,0.999697566
1822,019954.jpg,1,rear,0.999848485
1823,027115.jpg,4,left-rear,0.45441854
1824,003927.jpg,4,left-rear,0.998688996
1825,005244.jpg,6,right-front,0.595044613
1826,033440.jpg,0,front,0.667155504
1827,033074.jpg,3,left-front,0.998196781
1828,036242.jpg,5,right,0.999611557
1829,015120.jpg,4,left-rear,0.973164499
1830,014864.jpg,4,left-rear,0.998811722
1831,028046.jpg,0,front,0.84119916
1832,007494.jpg,6,right-front,0.999113142
1833,017005.jpg,0,front,0.826242089
1834,009082.jpg,3,left-front,0.556893647
1835,011717.jpg,1,rear,0.997883856
1836,012338.jpg,3,left-front,0.77334553
1837,014905.jpg,4,left-rear,0.994520903
1838,003155.jpg,3,left-front,0.971849144
1839,016496.jpg,7,right-rear,0.955426216
1840,000487.jpg,3,left-front,0.91795665
1841,012916.jpg,4,left-rear,0.999498844
1842,011379.jpg,0,front,0.99143827
1843,000652.jpg,0,front,0.45867604
1844,035178.jpg,1,rear,0.999912024
1845,033360.jpg,0,front,0.928819478
1846,002096.jpg,2,left,0.662553191
1847,029635.jpg,7,right-rear,0.982569993
1848,023327.jpg,2,left,0.999915957
1849,034610.jpg,3,left-front,0.998910189
1850,000284.jpg,0,front,0.992820442
1851,007813.jpg,4,left-rear,0.99882108
1852,009659.jpg,3,left-front,0.984381735
1853,013795.jpg,6,right-front,0.997683644
1854,030906.jpg,2,left,0.995092988
1855,030268.jpg,4,left-rear,0.825171351
1856,015842.jpg,6,right-front,0.813963354
1857,007618.jpg,4,left-rear,0.999715388
1858,014928.jpg,0,front,0.999104798
1859,021291.jpg,3,left-front,0.999800622
1860,010238.jpg,3,left-front,0.969526589
1861,028148.jpg,0,front,0.645647109
1862,027287.jpg,0,front,0.997006953
1863,005367.jpg,0,front,0.992291868
1864,003102.jpg,5,right,0.914222062
1865,011645.jpg,5,right,0.999929547
1866,012449.jpg,0,front,0.899333119
1867,032048.jpg,3,left-front,0.995786488
1868,029683.jpg,6,right-front,0.972333729
1869,019315.jpg,4,left-rear,0.998096168
1870,021060.jpg,4,left-rear,0.99673444
1871,019209.jpg,2,left,0.997370601
1872,005052.jpg,6,right-front,0.999707162
1873,007043.jpg,6,right-front,0.711923003
1874,004772.jpg,3,left-front,0.917990685
1875,013082.jpg,7,right-rear,0.627312124
1876,026106.jpg,0,front,0.999835968
1877,011763.jpg,6,right-front,0.921649635
1878,011794.jpg,6,right-front,0.972387016
1879,027801.jpg,4,left-rear,0.997832835
1880,001381.jpg,0,front,0.588521123
1881,010924.jpg,5,right,0.99937135
1882,023774.jpg,0,front,0.883346677
1883,009759.jpg,4,left-rear,0.986601293
1884,030331.jpg,3,left-front,0.82122159
1885,001022.jpg,1,rear,0.956697643
1886,026915.jpg,3,left-front,0.988386035
1887,025239.jpg,3,left-front,0.999729931
1888,018191.jpg,7,right-rear,0.598386765
1889,005257.jpg,6,right-front,0.483650476
1890,023732.jpg,1,rear,0.977356195
1891,030107.jpg,1,rear,0.99999404
1892,004468.jpg,0,front,0.977166295
1893,017988.jpg,6,right-front,0.999583185
1894,033329.jpg,7,right-rear,0.794694483
1895,007134.jpg,3,left-front,0.903822899
1896,004775.jpg,3,left-front,0.685745955
1897,031559.jpg,5,right,0.942690611
1898,001747.jpg,2,left,0.970564485
1899,008777.jpg,3,left-front,0.795793116
1900,033429.jpg,3,left-front,0.998014331
1901,027262.jpg,1,rear,0.931897342
1902,006443.jpg,2,left,0.947056115
1903,029028.jpg,1,rear,0.999820054
1904,014544.jpg,1,rear,0.91997993
1905,007142.jpg,3,left-front,0.998512447
1906,015501.jpg,0,front,0.999558389
1907,028146.jpg,5,right,0.92156285
1908,029894.jpg,4,left-rear,0.999207437
1909,006860.jpg,0,front,0.789237916
1910,019090.jpg,2,left,0.999837875
1911,024782.jpg,6,right-front,0.994352341
1912,002271.jpg,4,left-rear,0.53164953
1913,032383.jpg,0,front,0.995460927
1914,036235.jpg,3,left-front,0.635634065
1915,031752.jpg,1,rear,0.99511379
1916,020975.jpg,3,left-front,0.992635667
1917,008982.jpg,3,left-front,0.998487353
1918,028201.jpg,0,front,0.897999346
1919,005699.jpg,5,right,0.99077636
1920,014793.jpg,1,rear,0.999624133
1921,017516.jpg,0,front,0.999451935
1922,017512.jpg,4,left-rear,0.886958718
1923,007332.jpg,7,right-rear,0.983129442
1924,009452.jpg,4,left-rear,0.999272406
1925,024970.jpg,0,front,0.999074817
1926,005412.jpg,7,right-rear,0.928332984
1927,004366.jpg,3,left-front,0.609678745
1928,036826.jpg,1,rear,0.609674513
1929,019374.jpg,6,right-front,0.379309416
1930,012945.jpg,3,left-front,0.996121466
1931,035947.jpg,0,front,0.924328387
1932,025463.jpg,0,front,0.926879108
1933,036668.jpg,3,left-front,0.999741614
1934,021527.jpg,3,left-front,0.93456316
1935,035848.jpg,3,left-front,0.996236801
1936,004697.jpg,4,left-rear,0.384536296
1937,030787.jpg,4,left-rear,0.999824345
1938,031133.jpg,3,left-front,0.993879318
1939,033442.jpg,1,rear,0.996736586
1940,014377.jpg,0,front,0.999706805
1941,009887.jpg,1,rear,0.550850332
1942,029329.jpg,0,front,0.999515533
1943,014054.jpg,3,left-front,0.997823477
1944,016816.jpg,4,left-rear,0.999956846
1945,006466.jpg,0,front,0.999839664
1946,022323.jpg,4,left-rear,0.885604203
1947,022427.jpg,6,right-front,0.99990654
1948,012438.jpg,4,left-rear,0.996777356
1949,008363.jpg,2,left,0.999516487
1950,026920.jpg,3,left-front,0.99961108
1951,000791.jpg,1,rear,0.999593556
1952,012253.jpg,1,rear,0.999209106
1953,019372.jpg,4,left-rear,0.968474686
1954,005026.jpg,3,left-front,0.811605453
1955,002235.jpg,0,front,0.998927653
1956,004122.jpg,5,right,0.999126732
1957,027767.jpg,7,right-rear,0.900375545
1958,027294.jpg,3,left-front,0.998997629
1959,004861.jpg,1,rear,0.999480069
1960,032015.jpg,3,left-front,0.36824578
1961,010708.jpg,0,front,0.909153581
1962,035836.jpg,2,left,0.999780357
1963,004114.jpg,3,left-front,0.999293089
1964,031311.jpg,1,rear,0.934662998
1965,000237.jpg,3,left-front,0.995581806
1966,034600.jpg,0,front,0.962512493
1967,015486.jpg,0,front,0.677068174
1968,016869.jpg,6,right-front,0.874756277
1969,019039.jpg,6,right-front,0.361349225
1970,012048.jpg,3,left-front,0.999878168
1971,016791.jpg,0,front,0.99898237
1972,030255.jpg,4,left-rear,0.914430141
1973,003123.jpg,6,right-front,0.756416142
1974,026858.jpg,1,rear,0.999828577
1975,032560.jpg,4,left-rear,0.953161895
1976,032411.jpg,1,rear,0.998053432
1977,028515.jpg,4,left-rear,0.900596678
1978,020100.jpg,4,left-rear,0.728858411
1979,027184.jpg,3,left-front,0.962320685
1980,008741.jpg,2,left,0.945513487
1981,016866.jpg,4,left-rear,0.625707269
1982,022806.jpg,1,rear,0.937213719
1983,011557.jpg,0,front,0.96945411
1984,029764.jpg,6,right-front,0.999608219
1985,025108.jpg,3,left-front,0.977400124
1986,035225.jpg,0,front,0.701597154
1987,006319.jpg,1,rear,0.981011212
1988,014326.jpg,4,left-rear,0.88181597
1989,011283.jpg,1,rear,0.99723947
1990,027667.jpg,2,left,0.623645842
1991,016736.jpg,5,right,0.722545207
1992,024438.jpg,3,left-front,0.982368767
1993,013633.jpg,4,left-rear,0.999930263
1994,030313.jpg,6,right-front,0.998417139
1995,009132.jpg,1,rear,0.999867797
1996,002413.jpg,1,rear,0.999987364
1997,010893.jpg,0,front,0.996899009
1998,029949.jpg,4,left-rear,0.916446805
1999,006472.jpg,4,left-rear,0.999894738
2000,018304.jpg,0,front,0.999142766
2001,005414.jpg,1,rear,0.999671817
2002,012978.jpg,6,right-front,0.999958038
2003,017178.jpg,6,right-front,0.995252728
2004,010785.jpg,3,left-front,0.96372062
2005,031523.jpg,2,left,0.999670386
2006,015884.jpg,3,left-front,0.983102262
2007,001873.jpg,4,left-rear,0.999581754
2008,023713.jpg,3,left-front,0.715741992
2009,025719.jpg,3,left-front,0.997101724
2010,014506.jpg,1,rear,0.9999336
2011,014491.jpg,2,left,0.460337311
2012,006409.jpg,3,left-front,0.978536487
2013,031827.jpg,2,left,0.487098634
2014,003319.jpg,4,left-rear,0.965791464
2015,034933.jpg,2,left,0.999921322
2016,031238.jpg,0,front,0.999081612
2017,011349.jpg,3,left-front,0.865457892
2018,017384.jpg,3,left-front,0.501147449
2019,021907.jpg,4,left-rear,0.604323924
2020,013725.jpg,3,left-front,0.931585193
2021,007144.jpg,3,left-front,0.996157587
2022,017568.jpg,4,left-rear,0.999938607
2023,036110.jpg,5,right,0.999942064
2024,012214.jpg,4,left-rear,0.704315066
2025,015840.jpg,6,right-front,0.999551117
2026,010620.jpg,3,left-front,0.999420524
2027,009777.jpg,3,left-front,0.520220876
2028,022298.jpg,3,left-front,0.961867273
2029,001534.jpg,3,left-front,0.964938521
2030,036095.jpg,4,left-rear,0.882628202
2031,011333.jpg,6,right-front,0.965591252
2032,010916.jpg,4,left-rear,0.991505682
2033,020306.jpg,1,rear,0.909302831
2034,033300.jpg,0,front,0.999985218
2035,025341.jpg,4,left-rear,0.996145725
2036,007263.jpg,0,front,0.993036687
2037,024528.jpg,1,rear,0.99988544
2038,007690.jpg,0,front,0.985098124
2039,012038.jpg,6,right-front,0.999525666
2040,013286.jpg,7,right-rear,0.937551379
2041,027925.jpg,4,left-rear,0.95417583
2042,027150.jpg,0,front,0.99538511
2043,004387.jpg,0,front,0.770538092
2044,031972.jpg,4,left-rear,0.999010444
2045,012548.jpg,4,left-rear,0.99988544
2046,012381.jpg,3,left-front,0.999447763
2047,000132.jpg,0,front,0.999817193
2048,022607.jpg,6,right-front,0.684000909
2049,022019.jpg,1,rear,0.994699836
2050,023418.jpg,3,left-front,0.920835316
2051,014396.jpg,0,front,0.673391581
2052,008154.jpg,2,left,0.999532342
2053,016106.jpg,6,right-front,0.992954791
2054,034529.jpg,0,front,0.999326944
2055,018508.jpg,0,front,0.993403733
2056,013886.jpg,1,rear,0.998867154
2057,007353.jpg,1,rear,0.998364627
2058,035460.jpg,1,rear,0.999946952
2059,010213.jpg,0,front,0.989721358
2060,028346.jpg,2,left,0.999824107
2061,011395.jpg,6,right-front,0.999688864
2062,001134.jpg,4,left-rear,0.999984384
2063,026813.jpg,0,front,0.872848749
2064,025155.jpg,3,left-front,0.993839085
2065,011398.jpg,1,rear,0.999620557
2066,018867.jpg,2,left,0.990854383
2067,025677.jpg,3,left-front,0.999647021
2068,029205.jpg,3,left-front,0.991636574
2069,024988.jpg,3,left-front,0.876699805
2070,020781.jpg,2,left,0.804223537
2071,001146.jpg,1,rear,0.999952435
2072,016164.jpg,6,right-front,0.70908165
2073,033126.jpg,4,left-rear,0.959438324
2074,030492.jpg,0,front,0.998859525
2075,025439.jpg,6,right-front,0.986479342
2076,013623.jpg,4,left-rear,0.94162178
2077,023123.jpg,3,left-front,0.946273983
2078,016617.jpg,4,left-rear,0.434168249
2079,001523.jpg,4,left-rear,0.999879479
2080,004992.jpg,2,left,0.728737891
2081,015538.jpg,2,left,0.998915434
2082,028319.jpg,4,left-rear,0.999469817
2083,014540.jpg,2,left,0.98600477
2084,024570.jpg,3,left-front,0.94372052
2085,006717.jpg,4,left-rear,0.89237833
2086,034764.jpg,3,left-front,0.569278717
2087,020963.jpg,2,left,0.873893261
2088,018019.jpg,0,front,0.995265007
2089,002878.jpg,3,left-front,0.987063348
2090,029526.jpg,3,left-front,0.491989166
2091,016518.jpg,6,right-front,0.651705027
2092,024317.jpg,2,left,0.958584249
2093,026483.jpg,1,rear,0.997628987
2094,022941.jpg,0,front,0.95956713
2095,025421.jpg,0,front,0.999843836
2096,022510.jpg,4,left-rear,0.589113891
2097,033912.jpg,0,front,0.996943653
2098,005719.jpg,6,right-front,0.999735296
2099,003582.jpg,2,left,0.998570442
2100,020490.jpg,3,left-front,0.415123731
2101,035551.jpg,0,front,0.99090004
2102,034573.jpg,4,left-rear,0.994896829
2103,017986.jpg,5,right,0.998198688
2104,020990.jpg,3,left-front,0.998455644
2105,019206.jpg,3,left-front,0.383568794
2106,011940.jpg,4,left-rear,0.723511815
2107,022438.jpg,0,front,0.977137804
2108,004635.jpg,3,left-front,0.999839425
2109,004857.jpg,3,left-front,0.960534573
2110,006850.jpg,7,right-rear,0.697832167
2111,033510.jpg,3,left-front,0.997796535
2112,018500.jpg,4,left-rear,0.97513026
2113,016221.jpg,2,left,0.99926728
2114,031763.jpg,3,left-front,0.998191178
2115,019102.jpg,1,rear,0.999793828
2116,021781.jpg,0,front,0.990280092
2117,000022.jpg,4,left-rear,0.948543847
2118,018996.jpg,4,left-rear,0.999855638
2119,007748.jpg,3,left-front,0.993923485
2120,026182.jpg,0,front,0.999777019
2121,014339.jpg,0,front,0.728287458
2122,023063.jpg,0,front,0.822228193
2123,024939.jpg,3,left-front,0.998438537
2124,004814.jpg,2,left,0.93097502
2125,001162.jpg,3,left-front,0.993164957
2126,002352.jpg,6,right-front,0.926079452
2127,032800.jpg,3,left-front,0.969094515
2128,015116.jpg,3,left-front,0.993766189
2129,035014.jpg,0,front,0.992956758
2130,020830.jpg,6,right-front,0.999034166
2131,022567.jpg,4,left-rear,0.687964797
2132,027379.jpg,3,left-front,0.988114297
2133,011264.jpg,2,left,0.86736089
2134,016934.jpg,4,left-rear,0.461108267
2135,012250.jpg,0,front,0.999869108
2136,009046.jpg,6,right-front,0.56043762
2137,035405.jpg,4,left-rear,0.856974781
2138,009195.jpg,0,front,0.823561013
2139,001297.jpg,3,left-front,0.999848127
2140,018697.jpg,2,left,0.998772204
2141,020002.jpg,0,front,0.903699696
2142,030198.jpg,1,rear,0.985431075
2143,018752.jpg,5,right,0.998884499
2144,006141.jpg,3,left-front,0.942489505
2145,018245.jpg,6,right-front,0.9995327
2146,028887.jpg,0,front,0.999395132
2147,027991.jpg,2,left,0.998802781
2148,025664.jpg,3,left-front,0.996859193
2149,009929.jpg,1,rear,0.977348983
2150,028861.jpg,0,front,0.996985376
2151,025781.jpg,0,front,0.979197323
2152,032443.jpg,0,front,0.838989437
2153,015720.jpg,6,right-front,0.99433279
2154,001347.jpg,3,left-front,0.990462124
2155,003728.jpg,6,right-front,0.987976253
2156,016750.jpg,4,left-rear,0.995919168
2157,021628.jpg,3,left-front,0.989326239
2158,033865.jpg,5,right,0.529244125
2159,003784.jpg,3,left-front,0.987992406
2160,032541.jpg,4,left-rear,0.995010138
2161,007830.jpg,4,left-rear,0.999290109
2162,015136.jpg,3,left-front,0.99994576
2163,004336.jpg,5,right,0.994929671
2164,035847.jpg,3,left-front,0.983523786
2165,021853.jpg,4,left-rear,0.988422334
2166,019195.jpg,3,left-front,0.982700109
2167,036408.jpg,3,left-front,0.834318936
2168,006061.jpg,1,rear,0.99855572
2169,007472.jpg,4,left-rear,0.979696691
2170,024770.jpg,3,left-front,0.999516129
2171,017091.jpg,4,left-rear,0.980726421
2172,004824.jpg,6,right-front,0.999909163
2173,010932.jpg,7,right-rear,0.990846813
2174,009401.jpg,1,rear,0.999874949
2175,009501.jpg,5,right,0.991515279
2176,013808.jpg,3,left-front,0.999031901
2177,003976.jpg,4,left-rear,0.997142851
2178,033959.jpg,0,front,0.99861896
2179,014723.jpg,7,right-rear,0.86910975
2180,030135.jpg,0,front,0.993068814
2181,030930.jpg,0,front,0.919200003
2182,032652.jpg,0,front,0.997931123
2183,021240.jpg,6,right-front,0.999741733
2184,012489.jpg,4,left-rear,0.895195723
2185,016268.jpg,3,left-front,0.956834257
2186,028400.jpg,4,left-rear,0.997766018
2187,025493.jpg,1,rear,0.933602393
2188,036603.jpg,3,left-front,0.549757719
2189,034377.jpg,1,rear,0.596452296
2190,017733.jpg,2,left,0.992847145
2191,020941.jpg,0,front,0.998246551
2192,035981.jpg,0,front,0.999744475
2193,013736.jpg,3,left-front,0.735800445
2194,001263.jpg,2,left,0.998537421
2195,008010.jpg,3,left-front,0.98119545
2196,019148.jpg,6,right-front,0.999512672
2197,022041.jpg,6,right-front,0.977674663
2198,002929.jpg,0,front,0.99954623
2199,035933.jpg,6,right-front,0.999945045
2200,000996.jpg,4,left-rear,0.988365412
2201,035155.jpg,4,left-rear,0.722488642
2202,025095.jpg,4,left-rear,0.996924341
2203,022472.jpg,0,front,0.994993865
2204,027243.jpg,4,left-rear,0.951783836
2205,001583.jpg,3,left-front,0.593806863
2206,021870.jpg,1,rear,0.984226048
2207,001460.jpg,0,front,0.998947084
2208,026829.jpg,6,right-front,0.585089386
2209,006438.jpg,0,front,0.579025686
2210,023634.jpg,1,rear,0.999355018
2211,014603.jpg,6,right-front,0.998719215
2212,030845.jpg,4,left-rear,0.642552793
2213,001172.jpg,3,left-front,0.968339741
2214,030320.jpg,2,left,0.999769986
2215,031393.jpg,4,left-rear,0.942676008
2216,011278.jpg,4,left-rear,0.998030365
2217,002654.jpg,2,left,0.9994753
2218,015272.jpg,0,front,0.986239493
2219,000727.jpg,0,front,0.99857378
2220,000157.jpg,1,rear,0.981748521
2221,008079.jpg,3,left-front,0.976678312
2222,031110.jpg,1,rear,0.998620033
2223,035719.jpg,2,left,0.674894094
2224,007287.jpg,4,left-rear,0.999082565
2225,006729.jpg,6,right-front,0.994349062
2226,013942.jpg,0,front,0.999581873
2227,001614.jpg,2,left,0.91756773
2228,030948.jpg,2,left,0.999804199
2229,029250.jpg,6,right-front,0.985117793
2230,013072.jpg,0,front,0.980563402
2231,025728.jpg,0,front,0.985330343
2232,006385.jpg,0,front,0.989454746
2233,020439.jpg,6,right-front,0.995929778
2234,004067.jpg,4,left-rear,0.994734168
2235,033754.jpg,4,left-rear,0.835960209
2236,035278.jpg,1,rear,0.583698273
2237,016744.jpg,6,right-front,0.82856524
2238,022009.jpg,3,left-front,0.909570456
2239,003412.jpg,0,front,0.599575818
2240,011531.jpg,4,left-rear,0.945218682
2241,028083.jpg,1,rear,0.997315824
2242,034638.jpg,2,left,0.808650613
2243,000585.jpg,0,front,0.999834657
2244,021986.jpg,0,front,0.99980253
2245,000726.jpg,2,left,0.999814212
2246,035556.jpg,6,right-front,0.995662749
2247,020256.jpg,2,left,0.99998188
2248,008508.jpg,0,front,0.999763787
2249,015847.jpg,6,right-front,0.999946833
2250,030784.jpg,4,left-rear,0.632129669
2251,006197.jpg,4,left-rear,0.968584478
2252,020283.jpg,1,rear,0.764737427
2253,018757.jpg,4,left-rear,0.902298152
2254,028190.jpg,4,left-rear,0.721051097
2255,027999.jpg,4,left-rear,0.848026931
2256,029217.jpg,6,right-front,0.655996323
2257,026523.jpg,4,left-rear,0.998043895
2258,025400.jpg,3,left-front,0.996741116
2259,024481.jpg,1,rear,0.998598158
2260,031450.jpg,0,front,0.973078609
2261,028257.jpg,3,left-front,0.871084213
2262,018002.jpg,3,left-front,0.877088904
2263,027565.jpg,0,front,0.996883571
2264,034969.jpg,2,left,0.999858022
2265,030177.jpg,5,right,0.998467863
2266,033186.jpg,0,front,0.992143631
2267,031684.jpg,0,front,0.99159193
2268,008855.jpg,3,left-front,0.999450386
2269,020789.jpg,6,right-front,0.877786994
2270,008051.jpg,1,rear,0.999804318
2271,033128.jpg,4,left-rear,0.982379019
2272,031174.jpg,3,left-front,0.999718368
2273,032350.jpg,4,left-rear,0.968297064
2274,028344.jpg,4,left-rear,0.99981159
2275,021840.jpg,1,rear,0.999952674
2276,032508.jpg,1,rear,0.859124601
2277,006124.jpg,3,left-front,0.991903245
2278,017534.jpg,4,left-rear,0.99993372
2279,036091.jpg,0,front,0.888885379
2280,026539.jpg,6,right-front,0.998944104
2281,009472.jpg,0,front,0.66910398
2282,030529.jpg,3,left-front,0.999830842
2283,011685.jpg,3,left-front,0.861097813
2284,024824.jpg,6,right-front,0.999904156
2285,014355.jpg,1,rear,0.99987483
2286,024466.jpg,1,rear,0.99813664
2287,028884.jpg,0,front,0.998963356
2288,008563.jpg,2,left,0.999817669
2289,028961.jpg,0,front,0.992866397
2290,027658.jpg,2,left,0.999726117
2291,027353.jpg,4,left-rear,0.999414682
2292,011435.jpg,7,right-rear,0.985864103
2293,033202.jpg,1,rear,0.977832496
2294,005909.jpg,0,front,0.999295235
2295,002520.jpg,4,left-rear,0.996772826
2296,035955.jpg,1,rear,0.938741267
2297,003253.jpg,3,left-front,0.986474693
2298,022340.jpg,3,left-front,0.999991179
2299,007626.jpg,4,left-rear,0.999149084
2300,009773.jpg,0,front,0.992507398
2301,024045.jpg,1,rear,0.999953628
2302,019005.jpg,0,front,0.84333384
2303,005013.jpg,3,left-front,0.69054848
2304,019906.jpg,3,left-front,0.999850392
2305,029558.jpg,6,right-front,0.99966085
2306,026682.jpg,2,left,0.999960065
2307,020652.jpg,4,left-rear,0.991876721
2308,002826.jpg,7,right-rear,0.673371136
2309,010415.jpg,4,left-rear,0.999551356
2310,020356.jpg,5,right,0.999389172
2311,010305.jpg,1,rear,0.979100823
2312,026167.jpg,4,left-rear,0.997777164
2313,008509.jpg,3,left-front,0.998137355
2314,005000.jpg,3,left-front,0.998331726
2315,001257.jpg,3,left-front,0.999523282
2316,035759.jpg,0,front,0.723362803
2317,032253.jpg,3,left-front,0.998705268
2318,002305.jpg,1,rear,0.629077792
2319,036705.jpg,3,left-front,0.857247293
2320,013433.jpg,7,right-rear,0.62031126
2321,029452.jpg,1,rear,0.999527574
2322,035750.jpg,2,left,0.998240829
2323,019798.jpg,3,left-front,0.985004187
2324,004901.jpg,3,left-front,0.693138421
2325,011181.jpg,3,left-front,0.814191401
2326,030654.jpg,7,right-rear,0.985589802
2327,009762.jpg,4,left-rear,0.99860853
2328,009406.jpg,2,left,0.999979138
2329,001500.jpg,6,right-front,0.758964956
2330,019105.jpg,0,front,0.673310757
2331,008610.jpg,0,front,0.606854439
2332,003639.jpg,1,rear,0.999524713
2333,029309.jpg,4,left-rear,0.999758303
2334,007297.jpg,2,left,0.99991262
2335,020137.jpg,1,rear,0.999976158
2336,012612.jpg,7,right-rear,0.937800646
2337,010899.jpg,4,left-rear,0.91204232
2338,036711.jpg,3,left-front,0.939581096
2339,008854.jpg,4,left-rear,0.996050298
2340,001691.jpg,4,left-rear,0.986794531
2341,014038.jpg,0,front,0.992317319
2342,017734.jpg,2,left,0.998373866
2343,019525.jpg,6,right-front,0.936240375
2344,017059.jpg,0,front,0.562942326
2345,002540.jpg,3,left-front,0.830791175
2346,025351.jpg,6,right-front,0.61594969
2347,018843.jpg,4,left-rear,0.997371674
2348,004777.jpg,2,left,0.999323249
2349,029186.jpg,0,front,0.854308605
2350,009093.jpg,0,front,0.996083021
2351,018758.jpg,3,left-front,0.997330189
2352,028978.jpg,4,left-rear,0.998255432
2353,027052.jpg,0,front,0.540609777
2354,002398.jpg,0,front,0.97298038
2355,006291.jpg,4,left-rear,0.60530591
2356,026844.jpg,1,rear,0.988367021
2357,008623.jpg,1,rear,0.998366535
2358,011467.jpg,1,rear,0.999936104
2359,026575.jpg,4,left-rear,0.999261916
2360,026023.jpg,0,front,0.989419222
2361,000289.jpg,6,right-front,0.999900937
2362,005272.jpg,0,front,0.994154394
2363,035288.jpg,4,left-rear,0.997972906
2364,026403.jpg,7,right-rear,0.773750901
2365,008026.jpg,4,left-rear,0.717522919
2366,024211.jpg,0,front,0.998265803
2367,026970.jpg,2,left,0.562530875
